word,frequency,pos,sentiment,stopword,headword,attribute
종부세,10,Noun,,,,
카자흐,10,Noun,,,,
SoFi,10,Alpha,,,,
d,10,Alpha,,,,
글립틴,10,Noun,,,,
loT,10,Alpha,,,,
대졸,10,Noun,,,,
지나간,10,Verb,,,,
닷,10,Noun,,,,
우승팀,10,Noun,,,,
성용,10,Noun,,,,
최희남,10,Noun,,,,
작성자,10,Noun,,,,
반장,10,Noun,,,,
유승운,10,Noun,,,,
채에,10,Verb,,,,
크론,10,Noun,,,,
임용,10,Noun,,,,
까스텔바작,10,Noun,,,,
승점,10,Noun,,,,
카나리아,10,Noun,,,,
레다,10,Noun,,,,
멸,10,Noun,,,,
진공청소기,10,Noun,,,,
트루윈,10,Noun,,,,
진주햄,10,Noun,,,,
BaaS,10,Alpha,,,,
해마,10,Noun,,,,
신용구,10,Noun,,,,
multi,10,Alpha,,,,
바르셀로나,10,Noun,,,,
중형딜,10,Noun,,,,
분할안,10,Adjective,,,,
트랜드,10,Noun,,,,
수의계약,10,Noun,,,,
DGRO,10,Alpha,,,,
치비,10,Noun,,,,
들어감에,10,Verb,,,,
강석훈,10,Noun,,,,
랄,10,Noun,,,,
클라우드플레어,10,Noun,,,,
카이로,10,Noun,,,,
음압,10,Noun,,,,
KCMVP,10,Alpha,,,,
SLF,10,Alpha,,,,
염천,10,Noun,,,,
FCC,10,Alpha,,,,
레티튜,10,Noun,,,,
륜,10,Noun,,,,
PEPP,10,Alpha,,,,
수검,10,Noun,,,,
차재,10,Verb,,,,
영업양도,10,Noun,,,,
바쿠스,10,Noun,,,,
GCWB,10,Alpha,,,,
레알마드리드,10,Noun,,,,
AAV,10,Alpha,,,,
스크러버,10,Noun,,,,
집배원,10,Noun,,,,
인하대병원,10,Noun,,,,
NCEED,10,Alpha,,,,
밀리그램,10,Noun,,,,
깨졌다가,10,Verb,,,,
어메니티,10,Noun,,,,
n,10,Alpha,,,,
앤트앤비,10,Noun,,,,
지체상금,10,Noun,,,,
김성태,10,Noun,,,,
메이사,10,Noun,,,,
시청역,10,Noun,,,,
남평,10,Noun,,,,
태권,10,Noun,,,,
TYM,10,Alpha,,,,
포스코강판,10,Noun,,,,
부정지,10,Noun,,,,
라몬스,10,Noun,,,,
스위니,10,Noun,,,,
이투스교육,10,Noun,,,,
이지메,10,Noun,,,,
디봇,10,Noun,,,,
언플,10,Noun,,,,
조디악,10,Noun,,,,
노틸러스,10,Noun,,,,
아카디아,10,Noun,,,,
Ocean,10,Alpha,,,,
엄브렐라,10,Noun,,,,
조지아,9,Noun,,,,
받나,9,Verb,,,,
수자원공사,9,Noun,,,,
치솟자,9,Verb,,,,
급파,9,Noun,,,,
났던,9,Verb,,,,
벌어져,9,Verb,,,,
펼쳐지고,9,Verb,,,,
리샹,9,Noun,,,,
국무원,9,Noun,,,,
분할시,9,Adjective,,,,
풍년,9,Noun,,,,
화함으로써,9,Adjective,,,,
애꿎,9,Noun,,,,
다수결,9,Noun,,,,
Team,9,Alpha,,,,
카비,9,Noun,,,,
열어놓고,9,Verb,,,,
숙련,9,Noun,,,,
잡았다는,9,Verb,,,,
NPS,9,Alpha,,,,
벙커,9,Noun,,,,
선훙,9,Noun,,,,
메르세데스벤츠,9,Noun,,,,
김계환,9,Noun,,,,
풍부,9,Noun,,,,
오래된,9,Adjective,,,,
만들면서,9,Verb,,,,
내려야,9,Verb,,,,
뉴욕타임즈,9,Noun,,,,
사라진다,9,Verb,,,,
신진호,9,Noun,,,,
시스템스,9,Noun,,,,
표류,9,Noun,,,,
불투명하다고,9,Adjective,,,,
팔았던,9,Verb,,,,
털고,9,Verb,,,,
라이드,9,Noun,,,,
탈선,9,Noun,,,,
연모,9,Noun,,,,
쏜다,9,Noun,,,,
부진했다는,9,Adjective,,,,
빠졌습니다,9,Verb,,,,
비슷하다고,9,Adjective,,,,
커지,9,Verb,,,,
탄압,9,Noun,,,,
앉아서,9,Verb,,,,
대칭성,9,Noun,,,,
올려놓고,9,Verb,,,,
끊이질,9,Verb,,,,
반하는,9,Adjective,,,,
팁랭크스,9,Noun,,,,
Advisor,9,Alpha,,,,
수일,9,Noun,,,,
될만,9,Verb,,,,
엇갈렸으나,9,Verb,,,,
금정구,9,Noun,,,,
프로그램매매,9,Noun,,,,
아토피피부염,9,Noun,,,,
세린,9,Noun,,,,
나아가겠다,9,Verb,,,,
김기남,9,Noun,,,,
저작물,9,Noun,,,,
단디,9,Noun,,,,
rf,9,Alpha,,,,
테넌트,9,Noun,,,,
강철,9,Noun,,,,
EOS,9,Alpha,,,,
내려갔고,9,Verb,,,,
있으리라,9,Adjective,,,,
금년,9,Noun,,,,
Metal,9,Alpha,,,,
몰입도,9,Noun,,,,
OLEDoS,9,Alpha,,,,
샀지만,9,Verb,,,,
디옥시리보핵산,9,Noun,,,,
쏟아내,9,Verb,,,,
다미,9,Noun,,,,
정혜진,9,Noun,,,,
자크,9,Noun,,,,
JPX,9,Alpha,,,,
생긴다는,9,Verb,,,,
iShares,9,Alpha,,,,
파이어,9,Noun,,,,
알아보기,9,Verb,,,,
불러일으킬,9,Verb,,,,
고군,9,Adjective,,,,
굵은,9,Adjective,,,,
신랑,9,Noun,,,,
충분해,9,Adjective,,,,
앞당긴,9,Verb,,,,
선보이게,9,Verb,,,,
City,9,Alpha,,,,
갈렸다,9,Verb,,,,
셈법,9,Noun,,,,
행정공제회,9,Noun,,,,
넘었을,9,Verb,,,,
났지만,9,Verb,,,,
사였던,9,Verb,,,,
최고다,9,Noun,,,,
생동감,9,Noun,,,,
콕핏,9,Noun,,,,
수질,9,Noun,,,,
꾸준하고,9,Adjective,,,,
휩싸이면서,9,Verb,,,,
편드별,9,Noun,,,,
대고,9,Noun,,,,
기질,9,Noun,,,,
강동구,9,Noun,,,,
퍼졌다,9,Verb,,,,
높아진다는,9,Verb,,,,
경연,9,Noun,,,,
네티즌,9,Noun,,,,
들이기,9,Verb,,,,
풀리기,9,Verb,,,,
대인,9,Foreign,,,,
비싸다는,9,Adjective,,,,
Meme,9,Alpha,,,,
영은,9,Noun,,,,
우린,9,Noun,,,,
사슬,9,Noun,,,,
공간활용,9,Noun,,,,
핸들,9,Noun,,,,
방아쇠,9,Noun,,,,
숱,9,Noun,,,,
이르,9,Verb,,,,
넬슨,9,Noun,,,,
박수근,9,Noun,,,,
되었으나,9,Verb,,,,
어려워지면서,9,Verb,,,,
수상하는,9,Adjective,,,,
원하지,9,Adjective,,,,
추풍낙엽,9,Noun,,,,
타임스퀘어,9,Noun,,,,
려고,9,Noun,,,,
기증,9,Noun,,,,
뒤집은,9,Verb,,,,
오타와,9,Noun,,,,
아나운서,9,Noun,,,,
Open,9,Alpha,,,,
적이면서도,9,Verb,,,,
낮아졌지만,9,Verb,,,,
내자,9,Noun,,,,
칩셋,9,Noun,,,,
＆,9,Foreign,,,,
Drive,9,Alpha,,,,
지칭,9,Noun,,,,
진통제,9,Noun,,,,
노벨상,9,Noun,,,,
부족했다,9,Adjective,,,,
돼지고기,9,Noun,,,,
이용도,9,Noun,,,,
응집,9,Noun,,,,
잇따른다,9,Verb,,,,
완결,9,Noun,,,,
유효하지만,9,Adjective,,,,
SECOND,9,Alpha,,,,
STEP,9,Alpha,,,,
장본인,9,Noun,,,,
액트,9,Noun,,,,
level,9,Alpha,,,,
고장,9,Noun,,,,
장에,9,Foreign,,,,
명과,9,Foreign,,,,
화물기,9,Noun,,,,
GPM,9,Alpha,,,,
낮으며,9,Adjective,,,,
BDO,9,Alpha,,,,
반의,9,Noun,,,,
부당하게,9,Adjective,,,,
킬로그램,9,Noun,,,,
매쉬업,9,Noun,,,,
App,9,Alpha,,,,
자폭,9,Noun,,,,
스트래티,9,Noun,,,,
내포,9,Noun,,,,
CNT,9,Alpha,,,,
인터랙티브,9,Noun,,,,
스테판,9,Noun,,,,
챙긴다,9,Verb,,,,
려,9,Noun,,,,
길어지는,9,Verb,,,,
라텍스,9,Noun,,,,
장갑차,9,Noun,,,,
부진하고,9,Adjective,,,,
IV,9,Alpha,,,,
고마,9,Noun,,,,
PBV,9,Alpha,,,,
세우며,9,Verb,,,,
나타나기도,9,Verb,,,,
Game,9,Alpha,,,,
틀린,9,Verb,,,,
산지,9,Noun,,,,
평년,9,Noun,,,,
이루어져,9,Verb,,,,
눌러,9,Verb,,,,
끗,9,Noun,,,,
내밀었다,9,Verb,,,,
나옴에,9,Verb,,,,
COMEX,9,Alpha,,,,
올라탄,9,Verb,,,,
송명섭,9,Noun,,,,
책임져야,9,Verb,,,,
범인,9,Noun,,,,
좋기,9,Adjective,,,,
샀다면,9,Verb,,,,
은폐,9,Noun,,,,
방관,9,Noun,,,,
디앱,9,Noun,,,,
산맥,9,Noun,,,,
낮췄으며,9,Verb,,,,
상쇄했다,9,Noun,,,,
Deal,9,Alpha,,,,
자행,9,Noun,,,,
되돌려,9,Verb,,,,
짐작,9,Noun,,,,
생계,9,Noun,,,,
착하게,9,Adjective,,,,
남아있고,9,Verb,,,,
좋은데,9,Adjective,,,,
부담스럽다,9,Adjective,,,,
돌변,9,Noun,,,,
GIF,9,Alpha,,,,
분주,9,Noun,,,,
적절하다는,9,Adjective,,,,
RM,9,Alpha,,,,
울며,9,Verb,,,,
겨자,9,Noun,,,,
홀랜드,9,Noun,,,,
얼핏,9,Noun,,,,
태어난,9,Verb,,,,
봉투,9,Noun,,,,
안된,9,Adjective,,,,
죽음,9,Noun,,,,
맞았던,9,Verb,,,,
ESR,9,Alpha,,,,
부가세,9,Noun,,,,
김동우,9,Noun,,,,
EIP,9,Alpha,,,,
충청북도,9,Noun,,,,
전라남도,9,Noun,,,,
김영빈,9,Noun,,,,
남승현,9,Noun,,,,
말미,9,Noun,,,,
같지만,9,Adjective,,,,
미쉐린,9,Noun,,,,
되리라는,9,Verb,,,,
다니는,9,Verb,,,,
쪼개서,9,Verb,,,,
잃지,9,Verb,,,,
미흡하다는,9,Adjective,,,,
여겨져,9,Verb,,,,
펀,9,Noun,,,,
경찰공제회,9,Noun,,,,
애비뉴,9,Noun,,,,
시노펙,9,Noun,,,,
COP,9,Alpha,,,,
볼멘소리,9,Noun,,,,
직위,9,Noun,,,,
바텀업,9,Noun,,,,
하냐,9,Verb,,,,
가져다,9,Verb,,,,
수식어,9,Noun,,,,
코미디,9,Noun,,,,
마산,9,Noun,,,,
전수,9,Noun,,,,
품종,9,Noun,,,,
재닛,9,Noun,,,,
사무국,9,Noun,,,,
투업,9,Noun,,,,
레모,9,Noun,,,,
잃는,9,Verb,,,,
노블,9,Noun,,,,
슈티컬스,9,Noun,,,,
행정지도,9,Noun,,,,
이어나가,9,Verb,,,,
차전지주가,9,Verb,,,,
내렸다는,9,Verb,,,,
복원력,9,Noun,,,,
리뉴,9,Noun,,,,
굿즈,9,Noun,,,,
Head,9,Alpha,,,,
캔자스시티,9,Noun,,,,
좁혔다,9,Verb,,,,
아이나비,9,Noun,,,,
창작물,9,Noun,,,,
댈러스,9,Noun,,,,
인종,9,Noun,,,,
엄격히,9,Adjective,,,,
多,9,Foreign,,,,
Offering,9,Alpha,,,,
높였지만,9,Verb,,,,
장안,9,Noun,,,,
높여가고,9,Verb,,,,
비슷하다는,9,Adjective,,,,
해진다,9,Verb,,,,
숙인,9,Verb,,,,
성실히,9,Adjective,,,,
톤에서,9,Foreign,,,,
안되고,9,Adjective,,,,
안동,9,Noun,,,,
자궁경부암,9,Noun,,,,
처져,9,Verb,,,,
금전신탁,9,Noun,,,,
관영,9,Noun,,,,
깡통,9,Noun,,,,
클렌징,9,Noun,,,,
클라스,9,Noun,,,,
해저케이블,9,Noun,,,,
키우기도,9,Verb,,,,
이어지지는,9,Verb,,,,
시급,9,Noun,,,,
만들어가는,9,Verb,,,,
Chief,9,Alpha,,,,
Officer,9,Alpha,,,,
중앙디앤엠,9,Noun,,,,
근무시간,9,Noun,,,,
쉽다,9,Verb,,,,
요동친,9,Verb,,,,
후진,9,Noun,,,,
투쟁,9,Noun,,,,
제자,9,Noun,,,,
이래로,9,Adjective,,,,
유연하고,9,Adjective,,,,
넘기면,9,Verb,,,,
발단,9,Noun,,,,
일몰,9,Noun,,,,
중과,9,Noun,,,,
쟁탈전,9,Noun,,,,
chain,9,Alpha,,,,
조력,9,Noun,,,,
ACAMS,9,Alpha,,,,
이어가던,9,Verb,,,,
합하여,9,Verb,,,,
분할안을,9,Adjective,,,,
돌려주는,9,Verb,,,,
갤럽,9,Noun,,,,
Smart,9,Alpha,,,,
Universe,9,Alpha,,,,
하워드,9,Noun,,,,
Lock,9,Alpha,,,,
닛산,9,Noun,,,,
빌게이츠,9,Noun,,,,
시키고자,9,Verb,,,,
발짝,9,Noun,,,,
불거져,9,Verb,,,,
세리머니,9,Noun,,,,
올라있다,9,Verb,,,,
만연한,9,Adjective,,,,
Barrier,9,Alpha,,,,
맺었다는,9,Verb,,,,
peak,9,Alpha,,,,
레쉬,9,Noun,,,,
성공하게,9,Adjective,,,,
근접했던,9,Adjective,,,,
獨,9,Foreign,,,,
어려워졌다,9,Verb,,,,
만들며,9,Verb,,,,
싱어,9,Noun,,,,
내다본,9,Verb,,,,
해변,9,Noun,,,,
미쳤고,9,Adjective,,,,
거뒀다는,9,Verb,,,,
임상,9,Noun,,,,
문단,9,Noun,,,,
여주로,9,Foreign,,,,
CNY,9,Alpha,,,,
이창욱,9,Noun,,,,
이루어졌다,9,Verb,,,,
올렸을,9,Verb,,,,
EVA,9,Alpha,,,,
혈뇌장벽,9,Noun,,,,
고려대병원,9,Noun,,,,
짧다,9,Adjective,,,,
네비게이션,9,Noun,,,,
오만,9,Noun,,,,
강력하다,9,Adjective,,,,
민첩하고,9,Adjective,,,,
특보,9,Noun,,,,
도인,9,Noun,,,,
일률,9,Noun,,,,
감액,9,Noun,,,,
스벤,9,Noun,,,,
다져,9,Verb,,,,
Andrew,9,Alpha,,,,
객관성,9,Noun,,,,
달려있다고,9,Verb,,,,
열려있다,9,Verb,,,,
가졌던,9,Verb,,,,
노이지,9,Noun,,,,
연결하여,9,Adjective,,,,
AAPL,9,Alpha,,,,
세월,9,Noun,,,,
짧게는,9,Adjective,,,,
상당할,9,Adjective,,,,
말았다,9,Verb,,,,
열리자,9,Verb,,,,
떼고,9,Verb,,,,
잠재울,9,Verb,,,,
머물렀던,9,Verb,,,,
실형,9,Noun,,,,
마땅치,9,Noun,,,,
찍는,9,Verb,,,,
였죠,9,Verb,,,,
있으니까,9,Adjective,,,,
임계,9,Noun,,,,
잊지,9,Verb,,,,
싶은데요,9,Verb,,,,
않았나,9,Verb,,,,
충분하게,9,Adjective,,,,
뒤엎,9,Noun,,,,
추세라면,9,Verb,,,,
증도,9,Noun,,,,
앤츠랩,9,Noun,,,,
보자면,9,Verb,,,,
코웬,9,Noun,,,,
따낸,9,Verb,,,,
ray,9,Alpha,,,,
최낙준,9,Noun,,,,
엔데버,9,Noun,,,,
패혈증,9,Noun,,,,
가르는,9,Verb,,,,
나서기가,9,Verb,,,,
과보,9,Noun,,,,
신사동,9,Noun,,,,
正道,9,Foreign,,,,
안았다,9,Verb,,,,
잡히면,9,Verb,,,,
유니클로,9,Noun,,,,
최희,9,Noun,,,,
시키겠다,9,Verb,,,,
웃었다,9,Verb,,,,
설리번,9,Noun,,,,
밝고,9,Verb,,,,
노멀,9,Noun,,,,
명암,9,Noun,,,,
불매,9,Noun,,,,
줄었는데,9,Verb,,,,
Korean,9,Alpha,,,,
윤규,9,Noun,,,,
수재,9,Noun,,,,
퍼듀,9,Noun,,,,
호,9,Foreign,,,,
윤여삼,9,Noun,,,,
손길,9,Noun,,,,
농업인,9,Noun,,,,
KINGSOFT,9,Alpha,,,,
총보,9,Noun,,,,
달아오르고,9,Verb,,,,
권오준,9,Noun,,,,
TECHNOLOGY,9,Alpha,,,,
이었을,9,Verb,,,,
빼기,9,Noun,,,,
숨겨진,9,Verb,,,,
루카,9,Noun,,,,
심해지고,9,Verb,,,,
댔다,9,Verb,,,,
멘토,9,Noun,,,,
주점,9,Noun,,,,
이륜차,9,Noun,,,,
웰니스,9,Noun,,,,
회도,9,Noun,,,,
물음,9,Noun,,,,
고충,9,Noun,,,,
라시,9,Noun,,,,
프로게이머,9,Noun,,,,
글러브,9,Noun,,,,
빡빡,9,Noun,,,,
모하,9,Noun,,,,
모토로,9,Noun,,,,
비비,9,Noun,,,,
되었으면,9,Verb,,,,
밀접하게,9,Adjective,,,,
강동구청,9,Noun,,,,
째,9,Verb,,,,
김하,9,Verb,,,,
자금지원,9,Noun,,,,
곡면,9,Noun,,,,
Arm,9,Alpha,,,,
ETC,9,Alpha,,,,
매국,9,Noun,,,,
쑤저우,9,Noun,,,,
김하는,9,Verb,,,,
동선,9,Noun,,,,
미술관,9,Noun,,,,
했듯,9,Verb,,,,
되든,9,Verb,,,,
남동구,9,Noun,,,,
UPS,9,Alpha,,,,
매거진,9,Verb,,,,
․,9,Foreign,,,,
오하이오주,9,Noun,,,,
공사채,9,Noun,,,,
핸디,9,Noun,,,,
l,9,Alpha,,,,
의기,9,Noun,,,,
투합,9,Noun,,,,
이끌었고,9,Verb,,,,
골퍼,9,Noun,,,,
공리,9,Noun,,,,
절개,9,Noun,,,,
대서,9,Foreign,,,,
작아,9,Adjective,,,,
예술가,9,Noun,,,,
불충분하다고,9,Adjective,,,,
허락,9,Noun,,,,
써나,9,Verb,,,,
호환,9,Noun,,,,
더하는,9,Adjective,,,,
뻗어,9,Verb,,,,
파라,9,Noun,,,,
캐럿,9,Noun,,,,
총기,9,Noun,,,,
청두,9,Noun,,,,
갖췄다고,9,Verb,,,,
느리게,9,Adjective,,,,
비수기로,9,Verb,,,,
갔고,9,Verb,,,,
읽는,9,Verb,,,,
교과,9,Noun,,,,
정원일,9,Noun,,,,
꺼낸,9,Verb,,,,
올렸는데,9,Verb,,,,
됐다면서,9,Verb,,,,
HOLD,9,Alpha,,,,
디테일,9,Noun,,,,
설화,9,Noun,,,,
소개팅,9,Noun,,,,
PL,9,Alpha,,,,
코닝,9,Noun,,,,
MF,9,Alpha,,,,
RNAi,9,Alpha,,,,
서상혁,9,Noun,,,,
시달리는,9,Verb,,,,
뽑혔다,9,Verb,,,,
가보지,9,Verb,,,,
트일,9,Verb,,,,
평잔,9,Noun,,,,
명부,9,Noun,,,,
오를지,9,Verb,,,,
많은데요,9,Adjective,,,,
마쳐야,9,Verb,,,,
살린,9,Verb,,,,
사육,9,Noun,,,,
우측,9,Noun,,,,
도대체,9,Noun,,,,
영세,9,Noun,,,,
Capex,9,Alpha,,,,
맡기도,9,Verb,,,,
SAW,9,Alpha,,,,
영암,9,Noun,,,,
백준기,9,Noun,,,,
WEALTH,9,Alpha,,,,
Money,9,Alpha,,,,
난리,9,Noun,,,,
달초,9,Noun,,,,
되고요,9,Verb,,,,
안긴,9,Verb,,,,
알고란,9,Verb,,,,
드러내면서,9,Verb,,,,
배인,9,Foreign,,,,
넣었을,9,Verb,,,,
출은,9,Verb,,,,
내적인,9,Noun,,,,
정상회담,9,Noun,,,,
빌런,9,Noun,,,,
KMPC,9,Alpha,,,,
메트포르민,9,Noun,,,,
보도로,9,Noun,,,,
쓰겠다고,9,Verb,,,,
보겠다는,9,Verb,,,,
남양주시,9,Noun,,,,
성질,9,Noun,,,,
타란티노,9,Noun,,,,
리얼리티,9,Noun,,,,
묘사,9,Noun,,,,
요청서,9,Noun,,,,
농림,9,Noun,,,,
알려지,9,Verb,,,,
박형우,9,Noun,,,,
아홉,9,Noun,,,,
맞춰서,9,Verb,,,,
알피,9,Noun,,,,
본국,9,Noun,,,,
앞당겨지고,9,Verb,,,,
대외협력,9,Noun,,,,
Time,9,Alpha,,,,
딜로,9,Noun,,,,
차차,9,Noun,,,,
시키려는,9,Verb,,,,
태우고,9,Verb,,,,
Paper,9,Alpha,,,,
테라스,9,Noun,,,,
갭은,9,Verb,,,,
민감하다,9,Adjective,,,,
포르테,9,Noun,,,,
걸이,9,Noun,,,,
않겠습니까,9,Verb,,,,
재축,9,Noun,,,,
비책,9,Noun,,,,
교회,9,Noun,,,,
데뷔전,9,Noun,,,,
불과하기,9,Adjective,,,,
당근,9,Noun,,,,
밝혔어요,9,Verb,,,,
붙고,9,Verb,,,,
신조,9,Noun,,,,
장지역,9,Noun,,,,
돌았기,9,Verb,,,,
사겠다는,9,Verb,,,,
권하고,9,Verb,,,,
후순위채,9,Noun,,,,
더미,9,Noun,,,,
간호,9,Noun,,,,
결항,9,Noun,,,,
감돌고,9,Verb,,,,
조상훈,9,Noun,,,,
급한,9,Adjective,,,,
물러나기로,9,Verb,,,,
두고는,9,Verb,,,,
병진,9,Noun,,,,
광업,9,Noun,,,,
팔로워,9,Noun,,,,
내줄,9,Verb,,,,
ADD,9,Alpha,,,,
수리온,9,Noun,,,,
써도,9,Verb,,,,
뜻밖,9,Noun,,,,
미룬,9,Verb,,,,
안됩니다,9,Adjective,,,,
높았습니다,9,Adjective,,,,
더할,9,Adjective,,,,
터졌다,9,Verb,,,,
고란,9,Adjective,,,,
뉴메드,9,Noun,,,,
다크호스,9,Noun,,,,
Gas,9,Alpha,,,,
육지,9,Noun,,,,
아이러니,9,Noun,,,,
쏠리,9,Verb,,,,
순방,9,Noun,,,,
뜰,9,Noun,,,,
미치기,9,Adjective,,,,
드롭스,9,Noun,,,,
회부,9,Noun,,,,
선영,9,Noun,,,,
저조했던,9,Adjective,,,,
ECH,9,Alpha,,,,
지정은,9,Noun,,,,
쩐,9,Noun,,,,
직경,9,Noun,,,,
풍향계,9,Noun,,,,
엠파이어,9,Noun,,,,
낮아지게,9,Verb,,,,
엠파이어스테이트,9,Noun,,,,
밀렸으나,9,Verb,,,,
자유무역,9,Noun,,,,
Net,9,Alpha,,,,
에르메스,9,Noun,,,,
핸드폰,9,Noun,,,,
BNPL,9,Alpha,,,,
DAU,9,Alpha,,,,
내림,9,Verb,,,,
나온다는,9,Verb,,,,
바뀌었고,9,Verb,,,,
박종욱,9,Noun,,,,
이홍구,9,Noun,,,,
金,9,Foreign,,,,
만점,9,Noun,,,,
풍부하고,9,Adjective,,,,
텐션,9,Noun,,,,
했기에,9,Verb,,,,
사용성,9,Noun,,,,
뜨거워질,9,Adjective,,,,
깼다,9,Verb,,,,
힘쓰겠다고,9,Verb,,,,
수강신청,9,Noun,,,,
그랑프리,9,Noun,,,,
文,9,Foreign,,,,
JSC,9,Alpha,,,,
나더라도,9,Verb,,,,
피혁,9,Noun,,,,
미투,9,Noun,,,,
TALK,9,Alpha,,,,
필립,9,Noun,,,,
기다린다,9,Verb,,,,
패럴,9,Noun,,,,
강화하는데,9,Adjective,,,,
Carbon,9,Alpha,,,,
DEN,9,Alpha,,,,
아비,9,Noun,,,,
기다림,9,Noun,,,,
화하겠다고,9,Adjective,,,,
낙후,9,Noun,,,,
버피랄리맙,9,Noun,,,,
발란,9,Noun,,,,
iSelect,9,Alpha,,,,
무니,9,Noun,,,,
전인대,9,Noun,,,,
재용,9,Verb,,,,
횡보세,9,Noun,,,,
치아,9,Noun,,,,
스캐너,9,Noun,,,,
NSCLC,9,Alpha,,,,
정해지는,9,Verb,,,,
Crypto,9,Alpha,,,,
가능한데,9,Adjective,,,,
시율,9,Noun,,,,
새겨진,9,Verb,,,,
기대했는데,9,Adjective,,,,
묻기,9,Verb,,,,
북새통,9,Noun,,,,
김승연,9,Noun,,,,
하는지가,9,Verb,,,,
줄었으나,9,Verb,,,,
실패했으나,9,Adjective,,,,
VanEck,9,Alpha,,,,
내주는,9,Verb,,,,
스폿,9,Noun,,,,
친밀함,9,Adjective,,,,
떨어뜨리는,9,Verb,,,,
몰렸기,9,Verb,,,,
오리진,9,Noun,,,,
분열,9,Noun,,,,
편도,9,Noun,,,,
신일희,9,Noun,,,,
찾는다,9,Verb,,,,
아시,9,Noun,,,,
줍의,9,Verb,,,,
시보,9,Noun,,,,
윤준,9,Noun,,,,
갈수,9,Noun,,,,
다름,9,Adjective,,,,
기탁,9,Noun,,,,
협동조합,9,Noun,,,,
퇴비,9,Noun,,,,
벼락,9,Noun,,,,
영자,9,Noun,,,,
넷제,9,Noun,,,,
파사드,9,Noun,,,,
썬,9,Verb,,,,
부증,9,Noun,,,,
염력,9,Noun,,,,
이슬기,9,Noun,,,,
개성,9,Noun,,,,
늦지,9,Verb,,,,
어질,9,Adjective,,,,
버루,9,Noun,,,,
수칙,9,Noun,,,,
케피탈,9,Noun,,,,
탑샷,9,Noun,,,,
키티,9,Noun,,,,
스미스,9,Noun,,,,
안산시,9,Noun,,,,
리용,9,Noun,,,,
KTL,9,Alpha,,,,
갑작스럽게,9,Adjective,,,,
망막,9,Noun,,,,
두뇌,9,Noun,,,,
쿨,9,Noun,,,,
없으므로,9,Adjective,,,,
것입,9,Noun,,,,
박자,9,Noun,,,,
㎝,9,Foreign,,,,
되어도,9,Verb,,,,
착해,9,Adjective,,,,
높은데다,9,Adjective,,,,
티나,9,Noun,,,,
하겠다면서,9,Verb,,,,
다뤄질,9,Verb,,,,
샀는데,9,Verb,,,,
반포,9,Noun,,,,
나선다면,9,Verb,,,,
라스베가스,9,Noun,,,,
IMC,9,Alpha,,,,
안성시,9,Noun,,,,
마니커,9,Noun,,,,
담으며,9,Verb,,,,
약시,9,Noun,,,,
살펴보겠습니다,9,Verb,,,,
재능,9,Noun,,,,
먼이,9,Adjective,,,,
넘쳐나는,9,Adjective,,,,
신중할,9,Adjective,,,,
전공자,9,Noun,,,,
free,9,Alpha,,,,
윈도,9,Noun,,,,
일러야,9,Verb,,,,
바비,9,Noun,,,,
링크드인,9,Noun,,,,
산단,9,Noun,,,,
주변기기,9,Noun,,,,
역무,9,Noun,,,,
높이기로,9,Verb,,,,
김숙,9,Noun,,,,
인터파크,9,Noun,,,,
IPB,9,Alpha,,,,
방제,9,Noun,,,,
빗은,9,Verb,,,,
공공시설,9,Noun,,,,
혈증,9,Noun,,,,
재사,9,Noun,,,,
미미하다,9,Adjective,,,,
경쟁우위,9,Noun,,,,
국가수,9,Noun,,,,
미시,9,Noun,,,,
인덕션,9,Noun,,,,
시행일,9,Noun,,,,
도망,9,Noun,,,,
쾌속,9,Noun,,,,
소송도,9,Noun,,,,
에스제이,9,Noun,,,,
벳,9,Noun,,,,
나바스,9,Noun,,,,
수난,9,Noun,,,,
로건,9,Noun,,,,
유능한,9,Adjective,,,,
따라잡을,9,Verb,,,,
나정환,9,Noun,,,,
기대해도,9,Adjective,,,,
컷,9,Noun,,,,
가문,9,Noun,,,,
매고,9,Verb,,,,
이어질까,9,Verb,,,,
가져온,9,Verb,,,,
돌아가고,9,Verb,,,,
다다,9,Noun,,,,
불가피했다,9,Adjective,,,,
하나마이크론,9,Noun,,,,
유승우,9,Noun,,,,
떄문,9,Noun,,,,
경기장,9,Noun,,,,
GDB,9,Alpha,,,,
몽고,9,Noun,,,,
부전,9,Noun,,,,
Rule,9,Alpha,,,,
신제,9,Noun,,,,
파스퇴르,9,Noun,,,,
바람직하다고,9,Adjective,,,,
혼신,9,Noun,,,,
균형발전,9,Noun,,,,
성찰,9,Noun,,,,
레네,9,Noun,,,,
RENERA,9,Alpha,,,,
엑시노스,9,Noun,,,,
따라올,9,Verb,,,,
고객감동,9,Noun,,,,
요지,9,Noun,,,,
땀,9,Noun,,,,
바이올리니스트,9,Noun,,,,
균형성장,9,Noun,,,,
앞마당,9,Noun,,,,
단추,9,Noun,,,,
받다,9,Verb,,,,
윈팩,9,Noun,,,,
신병,9,Noun,,,,
슬라이드,9,Noun,,,,
주사기,9,Noun,,,,
Human,9,Alpha,,,,
악취,9,Noun,,,,
무한대,9,Noun,,,,
패스파인더,9,Noun,,,,
오케스트라,9,Noun,,,,
튀었다,9,Verb,,,,
네시,9,Noun,,,,
박성민,9,Noun,,,,
밀고,9,Noun,,,,
단호,9,Noun,,,,
