date,day,word,score,expect,change,service,user
20220329,화,이마트,3,up,up,⭕,⭕
20220329,화,한화,2,up,down,❌,⭕
20220329,화,신흥,0,stay,up,❌,⭕
20220329,화,카카오,0,stay,up,❌,⭕
20220329,화,배럴,0,stay,up,❌,⭕
20220329,화,안랩,0,stay,up,❌,⭕
20220329,화,현대차,-1,down,up,❌,⭕
20220329,화,넷마블,-1,down,stay,❌,⭕
20220329,화,한국전력,-1,down,down,⭕,⭕
20220329,화,쌍용차,-5,down,stay,❌,⭕
