id,date,day,user_expect,user
45782626,20220330,수,"['up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up', 'up']","['⭕', '⭕', '⭕', '⭕', '⭕', '⭕', '⭕', '⭕', '⭕', '⭕']"
